loan_id,current_balance,interest_rate,payment_status,days_past_due,last_payment_date,document_status,servicer_name,last_updated_at
L-102834,210508.94,13.66,forbearance,0,2026-08-20,missing,Freedom Mortgage,2026-08-04
L-102835,474031.83,11.46,delinquent_30,120,2026-07-20,pending,ServPro,2026-08-14
L-102836,174089.67,2.85,current,0,2026-07-26,verified,ServPro,2026-08-16
L-102837,51689.47,8.44,delinquent_90+,45,2026-04-14,pending,ServPro,2026-08-18
L-102838,320780.63,6.79,current,0,2026-07-25,pending,ServPro,2026-08-13
L-102839,215830.28,12.47,,0,,complete,Apex Loan Servicing,2026-08-23
L-102840,217584.48,7.26,delinquent_90+,62,2026-03-06,complete,ServPro,2026-08-10
L-102841,119872.81,6.32,forbearance,0,2026-02-05,missing,Rocket Servicing,2026-08-20
L-102842,225805.26,7.71,forbearance,0,2026-08-13,missing,First National,2026-08-18
L-102843,438264.10,6.93,forbearance,0,2026-01-11,complete,First National,2026-08-23
L-102844,143181.68,11.78,current,0,2026-07-11,verified,Apex Loan Servicing,2026-08-19
L-102845,414911.81,12.91,,0,2026-06-26,,First National,2026-08-18
L-102846,43132.43,3.87,delinquent_60,95,2026-07-02,complete,Rocket Servicing,2026-08-25
L-102847,427271.97,4.70,delinquent_60,95,2026-03-17,verified,Apex Loan Servicing,2026-08-27
L-102848,224951.38,3.10,delinquent_30,120,2026-01-25,pending,Apex Loan Servicing,2026-08-07
L-102849,135737.60,13.03,delinquent_60,120,2026-01-03,verified,First National,2026-08-16
L-102850,465293.61,7.32,forbearance,0,2026-06-05,pending,Freedom Mortgage,2026-08-08
L-102851,198835.30,5.03,current,0,2026-01-13,pending,First National,2026-08-01
L-102852,241775.54,4.85,delinquent_30,62,2026-03-13,verified,Freedom Mortgage,2026-08-09
L-102853,277753.42,6.86,delinquent_90+,120,2026-05-01,missing,ServPro,2026-08-26
L-102854,388210.82,11.65,delinquent_60,75,2026-06-14,verified,Rocket Servicing,2026-08-02
L-102855,262806.32,8.42,delinquent_30,62,2026-05-09,missing,Freedom Mortgage,2026-08-09
L-102856,36152.15,7.07,delinquent_90+,95,2026-07-12,pending,Rocket Servicing,2026-08-17
L-102857,453732.49,10.06,,,2026-07-27,,ServPro,2026-08-07
L-102858,191027.59,6.10,delinquent_60,45,2026-03-01,verified,ServPro,2026-08-12
L-102859,7173.33,8.59,forbearance,0,2026-05-08,pending,ServPro,2026-08-25
L-102860,271405.02,10.38,delinquent_60,62,2026-04-28,verified,Apex Loan Servicing,2026-08-23
L-102861,259396.68,6.77,delinquent_60,62,2026-01-12,complete,Apex Loan Servicing,2026-08-06
L-102862,195424.19,4.48,current,0,2026-01-15,pending,Rocket Servicing,2026-08-06
L-102863,365125.19,11.60,forbearance,0,2026-01-23,verified,ServPro,2026-08-08
L-102864,237760.62,4.20,forbearance,0,2026-06-09,missing,First National,2026-08-08
L-102865,18574.24,7.56,delinquent_60,95,2026-06-04,missing,First National,2026-08-22
L-102866,,,,,2026-03-18,complete,,2026-08-10
L-102867,288396.90,,,0,2026-04-27,pending,ServPro,2026-08-20
L-102868,365255.41,4.76,current,0,2026-02-05,pending,Rocket Servicing,2026-08-19
L-102869,211212.29,4.50,delinquent_60,45,2026-08-27,missing,Freedom Mortgage,2026-08-18
L-102870,435402.58,12.17,delinquent_60,31,2026-01-17,missing,ServPro,2026-08-08
L-102871,268153.42,10.62,delinquent_60,62,2026-06-03,missing,ServPro,2026-08-02
L-102872,396303.65,10.01,forbearance,0,2026-04-11,complete,First National,2026-08-16
L-102873,443500.78,6.63,delinquent_60,62,2026-04-23,verified,First National,2026-08-25
L-102874,230105.49,9.03,current,0,2026-07-15,pending,Freedom Mortgage,2026-08-15
L-102875,399466.28,,,0,2026-06-14,pending,ServPro,2026-08-09
L-102876,87554.92,7.59,forbearance,0,2026-05-17,complete,Apex Loan Servicing,2026-08-26
L-102877,191321.12,2.67,forbearance,0,2026-01-14,pending,First National,2026-08-20
L-102878,119237.00,11.98,delinquent_30,95,2026-06-03,verified,ServPro,2026-08-02
L-102879,20430.90,6.46,forbearance,0,2026-03-27,pending,ServPro,2026-08-15
L-102880,113847.08,11.80,,0,2026-01-10,missing,,2026-08-03
L-102881,313851.12,3.19,delinquent_60,95,2026-04-13,missing,Rocket Servicing,2026-08-02
L-102882,73757.55,4.61,delinquent_30,31,2026-04-09,pending,ServPro,2026-08-12
L-102883,214742.62,8.10,forbearance,0,2026-02-04,missing,Rocket Servicing,2026-08-19
L-102884,424392.89,5.61,current,0,2026-04-21,missing,Freedom Mortgage,2026-08-14
L-102885,439791.97,3.51,current,0,2026-03-22,verified,ServPro,2026-08-04
L-102886,55921.45,2.69,delinquent_30,120,2026-02-22,verified,Apex Loan Servicing,2026-08-05
L-102887,376573.15,6.58,current,0,2026-08-07,pending,Apex Loan Servicing,2026-08-04
L-102888,72095.93,9.87,current,0,2026-08-08,pending,Freedom Mortgage,2026-08-04
L-102889,121938.16,9.31,current,0,2026-06-15,pending,ServPro,2026-08-14
L-102890,59106.47,2.82,delinquent_30,95,2026-08-16,complete,ServPro,2026-08-21
L-102891,31827.85,,,0,2026-05-11,,,2026-08-02
L-102892,21252.19,2.57,delinquent_90+,120,2026-04-18,verified,Apex Loan Servicing,2026-08-20
L-102893,155198.97,,delinquent_90+,,2026-08-25,verified,,2026-08-02
L-102894,346442.63,,delinquent_30,,2026-05-14,verified,Rocket Servicing,2026-08-10
L-102895,259823.00,11.18,delinquent_30,75,2026-02-02,complete,Freedom Mortgage,2026-08-27
L-102896,67777.17,4.57,current,0,2026-06-04,pending,Freedom Mortgage,2026-08-09
L-102897,52761.27,6.23,delinquent_30,31,2026-02-08,pending,Rocket Servicing,2026-08-26
L-102898,41478.75,11.53,,0,2026-07-17,,First National,2026-08-24
L-102899,200260.45,7.48,current,0,2026-04-18,complete,ServPro,2026-08-08
L-102900,290110.51,8.09,forbearance,0,2026-05-21,verified,ServPro,2026-08-16
L-102901,127065.10,,current,,2026-01-16,complete,ServPro,2026-08-04
L-102902,132772.27,6.88,current,0,2026-06-04,pending,Freedom Mortgage,2026-08-15
L-102903,128282.31,11.68,forbearance,0,2026-02-20,missing,Rocket Servicing,2026-08-12
L-102904,292616.26,4.20,delinquent_90+,62,2026-06-13,complete,Apex Loan Servicing,2026-08-06
L-102905,241795.24,5.34,delinquent_90+,120,2026-02-23,verified,Freedom Mortgage,2026-08-14
L-102906,368333.39,,,0,,verified,ServPro,2026-08-18
L-102907,222914.03,4.85,forbearance,,2026-08-24,missing,,2026-08-27
L-102908,83789.80,4.18,delinquent_60,120,2026-07-03,missing,Rocket Servicing,2026-08-26
L-102909,186100.04,8.43,delinquent_30,120,2026-04-01,missing,First National,2026-08-03
L-102910,202645.58,3.66,delinquent_60,45,2026-02-12,pending,Rocket Servicing,2026-08-17
L-102911,202437.64,,delinquent_90+,31,,,,2026-08-27
L-102912,433637.18,13.62,delinquent_30,75,,,,2026-08-18
L-102913,461613.31,2.54,delinquent_60,95,2026-04-16,pending,ServPro,2026-08-24
L-102914,359739.49,4.24,forbearance,,2026-02-22,,Freedom Mortgage,2026-08-16
L-102915,187068.34,9.68,delinquent_60,31,2026-01-09,complete,ServPro,2026-08-24
L-102916,73948.12,3.63,forbearance,0,2026-08-06,pending,Apex Loan Servicing,2026-08-06
L-102917,,8.94,,0,2026-08-23,,Apex Loan Servicing,2026-08-25
L-102918,195227.31,3.14,delinquent_90+,62,2026-08-17,missing,Apex Loan Servicing,2026-08-16
L-102919,281276.76,7.89,forbearance,0,2026-01-11,pending,Freedom Mortgage,2026-08-04
L-102920,57429.95,9.06,delinquent_90+,62,2026-07-12,complete,Apex Loan Servicing,2026-08-20
L-102921,53452.60,13.79,current,0,2026-07-03,verified,Freedom Mortgage,2026-08-21
L-102922,410724.08,12.88,delinquent_60,75,2026-04-04,verified,Freedom Mortgage,2026-08-27
L-102923,203812.40,14.27,delinquent_60,62,2026-08-27,pending,ServPro,2026-08-04
L-102924,199997.35,8.36,forbearance,0,2026-02-03,pending,Apex Loan Servicing,2026-08-23
L-102925,312928.37,13.14,current,0,2026-07-17,pending,First National,2026-08-04
L-102926,310425.92,2.66,current,0,2026-07-16,missing,Freedom Mortgage,2026-08-26
L-102927,86576.76,7.17,delinquent_30,75,2026-02-26,pending,First National,2026-08-16
L-102928,255269.62,5.71,current,0,2026-01-10,complete,Freedom Mortgage,2026-08-16
L-102929,290653.88,11.50,delinquent_60,95,2026-06-17,pending,Rocket Servicing,2026-08-23
L-102930,464650.80,12.91,forbearance,0,2026-02-05,verified,Rocket Servicing,2026-08-24
L-102931,389142.94,3.34,,,2026-03-11,,,2026-08-18
L-102932,36715.21,11.37,delinquent_60,75,2026-07-06,complete,Freedom Mortgage,2026-08-23
L-102933,276437.95,,delinquent_60,62,2026-05-04,,Freedom Mortgage,2026-08-24
L-102934,124552.33,5.31,delinquent_60,75,2026-04-25,complete,Apex Loan Servicing,2026-08-08
L-102935,335487.67,8.14,delinquent_90+,95,2026-06-25,complete,Apex Loan Servicing,2026-08-14
L-102936,423916.41,9.45,delinquent_90+,45,2026-05-24,complete,Apex Loan Servicing,2026-08-24
L-102937,416465.74,10.93,delinquent_90+,75,2026-04-11,complete,ServPro,2026-08-13
L-102938,36607.71,4.97,forbearance,0,2026-08-07,verified,ServPro,2026-08-01
L-102939,69640.58,8.25,delinquent_30,120,2026-05-01,pending,Rocket Servicing,2026-08-05
L-102940,312011.18,11.32,delinquent_60,31,2026-04-26,complete,ServPro,2026-08-22
L-102941,92793.06,5.32,delinquent_60,62,2026-01-04,complete,Rocket Servicing,2026-08-10
L-102942,322372.78,4.39,,,2026-05-08,,Rocket Servicing,2026-08-01
L-102943,151133.91,7.44,current,0,2026-02-22,verified,First National,2026-08-11
L-102944,135133.11,9.85,forbearance,0,2026-05-04,missing,ServPro,2026-08-12
L-102945,,,,0,,,Rocket Servicing,2026-08-27
L-102946,147538.92,6.40,current,0,2026-01-17,pending,ServPro,2026-08-03
L-102947,395359.34,3.35,delinquent_30,62,2026-07-11,missing,Freedom Mortgage,2026-08-24
L-102948,475286.37,2.92,delinquent_30,45,2026-08-13,verified,ServPro,2026-08-19
L-102949,479514.53,9.70,delinquent_30,95,2026-06-08,pending,Apex Loan Servicing,2026-08-13
L-102950,114485.27,12.52,forbearance,0,2026-04-20,complete,Apex Loan Servicing,2026-08-26
L-102951,65237.87,10.34,delinquent_30,62,2026-01-13,verified,Freedom Mortgage,2026-08-17
L-102952,133325.48,4.80,delinquent_60,120,2026-04-08,missing,Freedom Mortgage,2026-08-16
L-102953,451058.65,11.35,delinquent_90+,75,2026-05-24,complete,Apex Loan Servicing,2026-08-14
L-102954,176936.38,5.96,delinquent_60,45,2026-03-13,pending,Apex Loan Servicing,2026-08-11
L-102955,218639.23,4.95,current,0,2026-06-06,missing,Apex Loan Servicing,2026-08-09
L-102956,442552.54,12.62,current,0,2026-04-19,verified,Apex Loan Servicing,2026-08-14
L-102957,414396.37,7.36,current,,2026-05-15,,First National,2026-08-26
L-102958,100669.35,2.95,forbearance,0,2026-06-09,pending,Apex Loan Servicing,2026-08-17
L-102959,105826.60,5.80,delinquent_60,120,2026-07-22,verified,Apex Loan Servicing,2026-08-14
L-102960,284795.36,9.84,delinquent_60,75,2026-01-14,complete,ServPro,2026-08-23
L-102961,310176.94,12.97,delinquent_90+,95,2026-01-03,missing,Apex Loan Servicing,2026-08-15
L-102962,43376.95,14.06,delinquent_30,95,2026-05-26,verified,First National,2026-08-11
L-102963,398902.91,7.53,delinquent_60,31,2026-06-03,verified,First National,2026-08-22
L-102964,295080.72,6.01,forbearance,0,2026-03-07,missing,Freedom Mortgage,2026-08-12
L-102965,211595.23,8.71,current,0,2026-05-11,complete,Rocket Servicing,2026-08-26
L-102966,412014.26,9.42,delinquent_30,75,2026-06-10,complete,Freedom Mortgage,2026-08-27
L-102967,433070.41,13.31,forbearance,0,2026-07-03,verified,Apex Loan Servicing,2026-08-19
L-102968,406130.12,,delinquent_60,,,complete,Freedom Mortgage,2026-08-18
L-102969,340219.55,8.39,delinquent_30,75,2026-05-17,complete,ServPro,2026-08-25
L-102970,250718.36,5.95,delinquent_30,120,2026-07-28,complete,ServPro,2026-08-07
L-102971,171627.13,2.73,current,0,2026-01-25,complete,Freedom Mortgage,2026-08-15
L-102972,184251.94,6.50,forbearance,0,2026-04-01,missing,Apex Loan Servicing,2026-08-12
L-102973,230552.87,13.20,delinquent_90+,,,,,2026-08-11
L-102974,29512.61,4.83,delinquent_90+,45,2026-05-10,missing,Freedom Mortgage,2026-08-21
L-102975,196409.01,11.87,delinquent_90+,120,2026-04-08,complete,Apex Loan Servicing,2026-08-03
L-102976,76506.13,5.17,delinquent_90+,120,2026-07-03,verified,First National,2026-08-15
L-102977,403144.27,13.13,delinquent_60,62,2026-06-15,verified,ServPro,2026-08-06
L-102978,427841.29,7.16,delinquent_90+,75,2026-06-23,complete,Apex Loan Servicing,2026-08-20
L-102979,268277.30,13.14,delinquent_90+,75,2026-05-26,verified,Rocket Servicing,2026-08-20
L-102980,343609.51,4.16,,,2026-06-28,pending,,2026-08-15
L-102981,378925.46,13.04,current,0,2026-04-16,verified,ServPro,2026-08-14
L-102982,138661.46,5.68,delinquent_30,31,2026-08-14,verified,Rocket Servicing,2026-08-03
L-102983,216447.28,4.90,current,0,2026-02-11,verified,Freedom Mortgage,2026-08-21
L-102984,33212.61,9.56,current,0,2026-01-19,missing,First National,2026-08-26
L-102985,194253.30,11.21,delinquent_30,45,2026-05-24,missing,Rocket Servicing,2026-08-08
L-102986,460330.32,6.50,delinquent_90+,62,2026-04-11,pending,Freedom Mortgage,2026-08-22
L-102987,22489.10,,delinquent_90+,31,,,Apex Loan Servicing,2026-08-24
L-102988,290003.34,5.45,delinquent_60,95,2026-06-27,verified,First National,2026-08-03
L-102989,243385.50,9.60,delinquent_90+,62,2026-02-03,complete,Rocket Servicing,2026-08-17
L-102990,351828.96,8.14,delinquent_90+,,,,First National,2026-08-17
L-102991,312757.14,8.63,current,0,2026-05-24,verified,Apex Loan Servicing,2026-08-14
L-102992,314176.79,11.88,delinquent_90+,95,2026-03-23,complete,Rocket Servicing,2026-08-23
L-102993,,10.20,current,,2026-05-23,,,2026-08-06
L-102994,333536.33,2.54,delinquent_30,95,2026-03-16,verified,Rocket Servicing,2026-08-01
L-102995,403133.55,10.66,forbearance,0,2026-07-06,pending,First National,2026-08-09
L-102996,151075.96,13.01,forbearance,0,2026-07-13,complete,Rocket Servicing,2026-08-16
L-102997,106276.66,9.59,current,0,2026-05-15,missing,Freedom Mortgage,2026-08-09
L-102998,415753.40,12.43,current,0,2026-04-11,missing,Rocket Servicing,2026-08-04
L-102999,174740.67,12.99,delinquent_30,120,2026-04-26,verified,Freedom Mortgage,2026-08-27
L-103000,50368.22,10.68,delinquent_90+,75,2026-05-28,verified,ServPro,2026-08-10
L-103001,182596.82,6.90,forbearance,0,2026-04-01,pending,Rocket Servicing,2026-08-17
L-103002,456661.48,,forbearance,,2026-06-21,,Freedom Mortgage,2026-08-23
L-103003,466284.66,6.43,forbearance,0,2026-01-26,missing,First National,2026-08-06
L-103004,183176.36,6.83,forbearance,0,2026-02-13,verified,Rocket Servicing,2026-08-25
L-103005,107187.79,4.97,current,0,2026-04-10,complete,Apex Loan Servicing,2026-08-23
L-103006,352861.31,14.41,forbearance,0,2026-02-27,missing,ServPro,2026-08-07
L-103007,293926.43,,,,2026-06-19,,ServPro,2026-08-24
L-103008,469585.58,12.66,forbearance,0,2026-02-06,complete,Apex Loan Servicing,2026-08-11
L-103009,145468.40,,delinquent_90+,,2026-02-07,pending,First National,2026-08-11
L-DUP-1000,174270.27,4.85,current,0,2026-02-11,pending,First National,2026-08-07
L-103011,479912.80,2.62,delinquent_90+,95,2026-02-22,complete,First National,2026-08-20
L-103012,176267.22,9.09,delinquent_60,62,2026-08-14,verified,Freedom Mortgage,2026-08-24
L-103013,159629.75,13.14,current,0,2026-03-20,complete,Freedom Mortgage,2026-08-14
L-103014,412401.32,9.68,delinquent_60,45,2026-01-14,missing,First National,2026-08-20
L-103015,386753.42,2.77,current,0,2026-07-21,verified,Apex Loan Servicing,2026-08-03
L-103016,356525.37,13.16,forbearance,0,2026-03-06,missing,Freedom Mortgage,2026-08-26
L-103017,72162.79,12.39,delinquent_30,45,2026-02-21,verified,Rocket Servicing,2026-08-21
L-103018,313932.16,7.07,forbearance,0,2026-07-05,complete,Apex Loan Servicing,2026-08-07
L-103019,240870.44,12.10,current,0,2026-01-01,missing,Apex Loan Servicing,2026-08-08
L-DUP-1001,266852.40,,delinquent_90+,,,complete,,2026-08-23
L-103021,318978.88,,delinquent_60,95,2026-06-20,verified,,2026-08-24
L-103022,73755.32,6.70,delinquent_60,62,,,Freedom Mortgage,2026-08-23
L-103023,162311.77,14.45,current,0,2026-03-21,verified,First National,2026-08-26
L-103024,141817.16,2.84,delinquent_30,62,2026-01-14,missing,Rocket Servicing,2026-08-16
L-103025,,9.45,delinquent_60,,2026-02-21,,,2026-08-17
L-103026,282601.23,6.47,delinquent_90+,120,2026-05-07,complete,First National,2026-08-13
L-103027,404473.87,7.68,delinquent_30,45,2026-08-17,verified,ServPro,2026-08-12
L-103028,471704.66,14.22,forbearance,0,2026-04-03,pending,ServPro,2026-08-22
L-103029,202927.97,4.04,delinquent_30,95,2026-01-03,complete,Freedom Mortgage,2026-08-18
L-DUP-1002,442999.83,8.28,forbearance,0,2026-05-22,verified,First National,2026-08-25
L-103031,12326.30,8.61,delinquent_30,62,2026-02-25,missing,Apex Loan Servicing,2026-08-19
L-103032,368515.90,11.26,forbearance,0,2026-03-23,missing,Rocket Servicing,2026-08-03
L-103033,362905.66,5.62,forbearance,0,2026-01-12,pending,Rocket Servicing,2026-08-15
L-103034,459723.56,7.41,delinquent_30,,2026-01-27,,Apex Loan Servicing,2026-08-11
L-103035,64894.92,11.26,delinquent_90+,31,2026-05-28,verified,Apex Loan Servicing,2026-08-24
L-103036,401488.75,6.48,delinquent_30,95,2026-03-12,pending,Freedom Mortgage,2026-08-17
L-103037,345529.47,13.31,current,0,2026-04-05,pending,Rocket Servicing,2026-08-07
L-103038,308590.84,8.67,delinquent_90+,95,2026-05-22,verified,ServPro,2026-08-14
L-103039,295135.63,7.29,delinquent_60,95,2026-04-16,missing,Rocket Servicing,2026-08-19
L-DUP-1003,278049.70,6.52,current,0,2026-04-12,pending,First National,2026-08-16
L-103041,168691.14,11.95,delinquent_60,95,2026-03-17,verified,Rocket Servicing,2026-08-18
L-103042,463549.78,3.54,current,0,2026-05-17,verified,Freedom Mortgage,2026-08-14
L-103043,366291.15,12.57,current,0,2026-08-14,missing,Rocket Servicing,2026-08-08
L-103044,374858.62,,delinquent_90+,,2026-05-04,verified,,2026-08-15
L-103045,207714.76,13.72,current,0,2026-01-19,pending,Rocket Servicing,2026-08-24
L-103046,92250.60,12.52,delinquent_90+,45,2026-01-03,missing,Apex Loan Servicing,2026-08-16
L-103047,78736.04,13.56,delinquent_30,45,2026-05-25,pending,Rocket Servicing,2026-08-25
L-103048,84511.67,7.08,forbearance,0,2026-01-19,missing,ServPro,2026-08-21
L-103049,458585.87,12.15,forbearance,0,2026-01-09,complete,Freedom Mortgage,2026-08-07
L-DUP-1004,267935.67,3.36,delinquent_60,45,2026-08-24,pending,Rocket Servicing,2026-08-26
L-103051,194587.66,14.34,delinquent_90+,31,2026-06-11,missing,Rocket Servicing,2026-08-14
L-103052,168898.90,9.53,delinquent_90+,31,2026-07-16,missing,ServPro,2026-08-21
L-103053,240491.99,3.08,delinquent_60,120,2026-04-13,missing,Apex Loan Servicing,2026-08-19
L-103054,243122.98,4.34,forbearance,0,2026-06-14,verified,Freedom Mortgage,2026-08-26
L-103055,86088.43,3.53,delinquent_60,62,2026-04-18,pending,First National,2026-08-22
L-103056,166587.45,6.34,delinquent_30,31,2026-03-13,pending,ServPro,2026-08-09
L-103057,142071.40,7.25,delinquent_90+,,,,,2026-08-18
L-103058,400292.88,12.47,delinquent_60,31,2026-02-20,complete,ServPro,2026-08-16
L-103059,37547.80,9.37,delinquent_60,62,2026-02-26,missing,Apex Loan Servicing,2026-08-25
L-DUP-1005,135906.50,,forbearance,0,2026-03-17,pending,,2026-08-17
L-103061,164763.45,9.34,delinquent_60,75,2026-08-14,missing,ServPro,2026-08-25
L-103062,431497.96,8.28,delinquent_60,62,2026-05-24,missing,Freedom Mortgage,2026-08-21
L-103063,110761.18,11.69,forbearance,0,2026-08-22,verified,First National,2026-08-11
L-103064,385333.97,4.60,delinquent_30,120,2026-01-27,missing,Apex Loan Servicing,2026-08-02
L-103065,454639.26,10.83,delinquent_60,31,2026-06-07,missing,Apex Loan Servicing,2026-08-15
L-103066,477201.94,10.47,current,0,2026-02-11,missing,ServPro,2026-08-15
L-103067,369087.38,9.87,delinquent_60,45,2026-02-27,missing,Apex Loan Servicing,2026-08-16
L-103068,54334.64,6.61,delinquent_90+,,,missing,,2026-08-04
L-103069,161179.53,10.28,delinquent_90+,45,2026-06-05,pending,Freedom Mortgage,2026-08-18
L-DUP-1006,182117.66,9.13,forbearance,0,2026-06-16,missing,ServPro,2026-08-12
L-103071,51417.50,7.41,current,0,2026-03-26,missing,First National,2026-08-25
L-103072,316220.51,14.05,,0,2026-05-15,complete,,2026-08-10
L-103073,470059.45,7.31,forbearance,0,2026-08-21,complete,Rocket Servicing,2026-08-24
L-103074,237341.40,12.21,delinquent_30,62,2026-02-18,missing,Rocket Servicing,2026-08-19
L-103075,24826.56,11.05,delinquent_90+,62,2026-06-23,verified,First National,2026-08-04
L-103076,95707.66,12.40,current,0,2026-01-03,verified,Rocket Servicing,2026-08-20
L-103077,318050.41,2.97,current,0,2026-08-24,complete,ServPro,2026-08-15
L-103078,311947.74,9.40,delinquent_90+,95,2026-07-23,pending,Apex Loan Servicing,2026-08-11
L-103079,51486.73,13.35,delinquent_30,31,2026-06-19,pending,Apex Loan Servicing,2026-08-25
L-DUP-1007,283054.15,7.84,delinquent_30,62,2026-04-26,verified,ServPro,2026-08-08
L-103081,325058.20,6.77,forbearance,0,2026-07-02,verified,First National,2026-08-15
L-103082,114479.87,,,,2026-06-27,,First National,2026-08-25
L-103083,291710.48,,delinquent_60,,2026-03-16,missing,Apex Loan Servicing,2026-08-08
L-103084,409256.27,13.57,delinquent_60,75,2026-07-15,complete,Rocket Servicing,2026-08-17
L-103085,98108.18,11.71,current,0,2026-01-15,pending,Rocket Servicing,2026-08-25
L-103086,405653.43,9.23,delinquent_30,75,2026-01-17,pending,Rocket Servicing,2026-08-06
L-103087,322959.52,5.35,delinquent_90+,95,2026-05-23,complete,Freedom Mortgage,2026-08-17
L-103088,253467.73,7.65,forbearance,0,2026-02-03,pending,Freedom Mortgage,2026-08-07
L-103089,83967.32,5.67,delinquent_30,62,2026-03-26,verified,First National,2026-08-04
L-DUP-1008,380116.10,9.06,delinquent_30,62,2026-05-13,missing,ServPro,2026-08-09
L-103091,134602.98,13.48,delinquent_30,45,2026-06-22,missing,Rocket Servicing,2026-08-10
L-103092,56953.33,3.67,forbearance,0,2026-06-03,pending,ServPro,2026-08-15
L-103093,102886.83,12.41,forbearance,,2026-02-23,pending,,2026-08-15
L-103094,348081.59,8.66,current,0,2026-05-28,verified,First National,2026-08-09
L-103095,68925.07,2.83,current,0,2026-05-22,pending,Freedom Mortgage,2026-08-08
L-103096,468019.34,13.29,current,0,2026-03-15,pending,Apex Loan Servicing,2026-08-07
L-103097,10423.51,2.52,delinquent_90+,75,2026-05-15,verified,First National,2026-08-24
L-103098,475907.67,10.44,delinquent_90+,75,2026-02-18,pending,ServPro,2026-08-13
L-103099,332295.37,,,,,complete,ServPro,2026-08-06
L-DUP-1009,242019.14,3.00,forbearance,0,2026-07-18,complete,Rocket Servicing,2026-08-04
L-103101,391613.14,5.17,delinquent_30,120,2026-03-13,missing,Rocket Servicing,2026-08-26
L-103102,297010.18,8.11,current,0,2026-02-13,complete,Rocket Servicing,2026-08-23
L-103103,362547.46,9.81,current,0,2026-07-26,missing,Apex Loan Servicing,2026-08-02
L-103104,346676.11,11.51,current,0,2026-04-10,pending,Rocket Servicing,2026-08-27
L-103105,59384.02,14.04,delinquent_90+,120,2026-01-04,complete,Rocket Servicing,2026-08-18
L-103106,94218.40,14.42,delinquent_30,95,2026-07-15,complete,ServPro,2026-08-09
L-103107,194037.25,,,0,2026-03-25,missing,,2026-08-06
L-103108,6637.45,4.59,delinquent_90+,95,2026-01-18,verified,Rocket Servicing,2026-08-26
L-103109,372033.74,6.92,,0,2026-04-25,,Apex Loan Servicing,2026-08-27
L-DUP-1010,118673.72,,,0,2026-06-28,,,2026-08-03
L-103111,165584.17,5.54,forbearance,0,2026-04-25,missing,First National,2026-08-01
L-103112,353842.20,6.15,current,0,2026-03-18,pending,Freedom Mortgage,2026-08-03
L-103113,179630.59,13.92,forbearance,0,2026-08-19,complete,Freedom Mortgage,2026-08-11
L-103114,414603.36,7.95,delinquent_90+,75,2026-02-28,verified,First National,2026-08-07
L-103115,186443.75,7.92,current,0,2026-05-03,pending,Rocket Servicing,2026-08-23
L-103116,462508.77,5.54,delinquent_30,120,2026-06-07,pending,ServPro,2026-08-13
L-103117,59769.07,9.19,delinquent_90+,75,2026-08-28,verified,First National,2026-08-01
L-103118,111609.32,6.40,forbearance,0,2026-08-22,pending,First National,2026-08-21
L-103119,366144.52,3.04,delinquent_30,45,2026-05-19,verified,ServPro,2026-08-11
L-DUP-1011,472225.62,13.25,delinquent_60,62,2026-02-25,complete,Rocket Servicing,2026-08-18
L-103121,213424.84,,delinquent_30,,,,First National,2026-08-18
L-103122,375238.98,2.73,delinquent_60,62,2026-03-16,complete,ServPro,2026-08-20
L-103123,451166.17,12.31,delinquent_60,75,2026-07-27,complete,First National,2026-08-04
L-103124,167174.74,9.41,delinquent_90+,62,2026-08-12,missing,Rocket Servicing,2026-08-14
L-103125,104791.95,8.58,,0,,,,2026-08-09
L-103126,328142.61,11.60,forbearance,0,2026-01-20,missing,ServPro,2026-08-17
L-103127,357280.42,2.64,delinquent_90+,75,2026-03-28,verified,First National,2026-08-07
L-103128,447456.80,11.88,delinquent_90+,31,2026-08-15,verified,ServPro,2026-08-20
L-103129,24418.10,10.35,forbearance,0,2026-07-05,verified,Freedom Mortgage,2026-08-16
L-DUP-1012,92275.37,11.45,delinquent_90+,31,2026-02-02,verified,Freedom Mortgage,2026-08-12
L-103131,20428.96,,,0,,,Apex Loan Servicing,2026-08-21
L-103132,141524.32,4.47,delinquent_30,120,2026-04-02,pending,Freedom Mortgage,2026-08-20
L-103133,114147.99,5.86,current,0,2026-07-27,complete,ServPro,2026-08-19
L-103134,127830.27,5.22,current,0,2026-07-20,missing,Freedom Mortgage,2026-08-07
L-103135,260400.72,7.20,delinquent_30,95,2026-05-03,pending,Apex Loan Servicing,2026-08-11
L-103136,425746.09,,,0,,missing,,2026-08-10
L-103137,375439.38,6.59,current,0,2026-02-19,complete,Rocket Servicing,2026-08-06
L-103138,462465.63,13.35,forbearance,0,2026-01-11,pending,ServPro,2026-08-14
L-103139,148774.57,4.08,delinquent_60,31,2026-08-18,verified,Apex Loan Servicing,2026-08-17
L-DUP-1013,217149.31,7.26,delinquent_30,31,2026-04-24,pending,Freedom Mortgage,2026-08-04
L-103141,49189.27,,delinquent_60,95,,verified,ServPro,2026-08-07
L-103142,373450.78,10.44,forbearance,0,2026-08-19,verified,Freedom Mortgage,2026-08-17
L-103143,397524.02,10.90,delinquent_60,45,2026-05-19,missing,ServPro,2026-08-06
L-103144,58722.64,13.49,forbearance,0,2026-07-10,missing,First National,2026-08-14
L-103145,42325.92,4.69,forbearance,0,2026-01-16,complete,First National,2026-08-11
