loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
L-102672,B-502672,personal,2019-04-03,2024-04-03,542839.71,195021.57,5.06,60,OH,purchase,E,< 1 year,<30k,current,0,Wells Fargo Servicing,2026-08-10,2026-08-20,complete,servicing_core
L-102673,B-502673,mortgage,2019-02-10,2039-02-10,211570.33,176333.61,5.79,240,OR,debt_consolidation,B,3-5 years,150k+,current,0,First National,2026-06-16,2026-08-19,complete,origination
L-102674,B-502674,mortgage,2021-04-22,2051-04-22,486716.01,128856.08,6.93,360,KY,purchase,E,3-5 years,<30k,delinquent,30,Pennymac,2026-08-28,2026-08-17,complete,origination
L-102675,B-502675,commercial,2022-09-03,2032-09-03,278496.85,170448.90,7.15,120,MO,home_improvement,D,5-10 years,50k-75k,current,0,Mr. Cooper,2026-06-02,2026-08-23,complete,origination
L-102676,B-502676,mortgage,2019-08-20,2049-08-20,240938.19,131936.72,8.69,360,WI,home_improvement,E,1-3 years,75k-100k,current,0,Freedom Mortgage,2026-08-10,2026-08-19,verified,origination
L-102677,B-502677,mortgage,2022-05-02,2042-05-02,293140.85,226980.61,8.10,240,PA,cash_out_refinance,D,10+ years,150k+,current,0,Chase Home Lending,2026-07-02,2026-08-14,complete,servicing_core
L-102678,B-502678,mortgage,2019-01-11,2049-01-11,629230.97,207603.84,4.13,360,OR,refinance,B,5-10 years,100k-150k,current,0,Freedom Mortgage,2026-07-10,2026-08-01,complete,legacy_crm
L-102679,B-502679,mortgage,2021-06-08,2051-06-08,548520.39,252156.67,5.89,360,OH,refinance,A,5-10 years,<30k,current,0,Rocket Servicing,2026-06-02,2026-08-18,complete,legacy_crm
L-102680,B-502680,mortgage,2020-06-05,2035-06-05,72978.54,49907.23,7.47,180,ZZ,home_improvement,E,10+ years,<30k,current,0,LoanCare,2026-08-14,2026-08-01,complete,servicing_core
L-102681,B-502681,mortgage,2022-02-03,2037-02-03,537755.22,440540.62,6.04,180,IN,cash_out_refinance,E,1-3 years,150k+,current,0,Rocket Servicing,2026-08-25,2026-08-16,complete,legacy_crm
L-102682,B-502682,mortgage,2022-10-28,2042-10-28,378018.42,160290.02,8.56,240,MO,refinance,D,10+ years,50k-75k,current,0,Rocket Servicing,2026-08-25,2026-08-05,complete,origination
L-102683,B-502683,mortgage,2021-08-09,2041-08-09,88476.80,69853.32,4.93,240,OR,home_improvement,A,5-10 years,150k+,current,0,Rocket Servicing,2026-06-20,2026-08-01,complete,origination
L-102684,B-502684,mortgage,2024-10-21,2039-10-21,292039.91,263696.72,5.93,180,AZ,refinance,A,10+ years,30k-50k,delinquent,60,Freedom Mortgage,2026-06-27,2026-08-14,complete,origination
L-102685,B-502685,personal,2024-12-10,2029-12-10,233882.50,195113.55,8.61,60,MO,purchase,C,3-5 years,30k-50k,current,0,Chase Home Lending,2026-08-08,2026-08-11,verified,portal_upload
L-102686,B-502686,mortgage,2024-10-09,2044-10-09,606472.30,438693.37,5.58,240,MD,debt_consolidation,A,1-3 years,50k-75k,current,0,Wells Fargo Servicing,2026-08-18,2026-08-23,complete,servicing_core
L-102687,B-502687,mortgage,2024-07-01,2044-07-01,481950.48,324044.02,3.92,240,TX,home_improvement,C,10+ years,75k-100k,current,0,First National,2026-06-12,2026-08-05,complete,origination
L-102688,B-502688,personal,2018-07-25,2025-07-25,250774.29,42133.40,5.65,84,TN,purchase,C,5-10 years,75k-100k,current,0,Wells Fargo Servicing,2026-08-25,2026-08-08,verified,origination
L-102689,B-502689,commercial,2022-04-14,2029-04-14,611911.30,126988.25,6.41,84,OK,home_improvement,D,5-10 years,75k-100k,current,0,Freedom Mortgage,2026-06-28,2026-08-11,verified,legacy_crm
L-102690,B-502690,mortgage,2023-06-18,2038-06-18,335028.61,84158.10,3.34,180,ZZ,debt_consolidation,E,1-3 years,75k-100k,late,25,Chase Home Lending,2026-06-21,2026-08-06,complete,portal_upload
L-102691,B-502691,mortgage,2022-06-28,2042-06-28,366776.77,185668.77,7.00,240,WI,cash_out_refinance,E,5-10 years,100k-150k,current,0,Wells Fargo Servicing,2026-08-22,2026-08-03,verified,legacy_crm
L-102692,B-502692,mortgage,2021-11-06,2041-11-06,348192.02,290526.50,3.75,240,AL,home_improvement,B,10+ years,<30k,current,0,Freedom Mortgage,2026-06-18,2026-08-21,complete,legacy_crm
L-102693,B-502693,personal,2023-06-09,2033-06-09,157504.34,70962.74,3.62,120,MN,debt_consolidation,C,10+ years,150k+,current,0,LoanCare,2026-06-05,2026-08-22,verified,origination
L-102694,B-502694,mortgage,2022-04-05,2042-04-05,125407.06,46638.52,7.55,240,FL,refinance,B,5-10 years,100k-150k,current,0,Rocket Servicing,2026-07-27,2026-08-10,verified,portal_upload
L-102695,B-502695,auto,2024-09-24,2027-09-24,110308.47,46606.20,3.53,36,IN,home_improvement,C,3-5 years,<30k,current,0,Pennymac,2026-07-01,2026-08-05,complete,origination
L-102696,B-502696,auto,2020-01-20,2023-01-20,524482.94,102996.77,5.11,36,CT,home_improvement,B,10+ years,50k-75k,current,0,Rocket Servicing,2026-06-06,2026-08-11,complete,servicing_core
L-102697,B-502697,student,2018-04-03,2023-04-03,98580.92,80434.84,4.87,60,MO,cash_out_refinance,B,10+ years,150k+,current,0,Freedom Mortgage,2026-07-26,2026-08-18,complete,portal_upload
L-102698,B-502698,mortgage,2022-03-09,2052-03-09,541351.56,330705.99,7.17,360,OH,cash_out_refinance,D,1-3 years,<30k,current,0,Pennymac,2026-08-21,2026-08-25,complete,servicing_core
L-102699,B-502699,auto,2018-05-20,2028-05-20,367438.75,345637.98,8.49,120,AL,refinance,B,1-3 years,75k-100k,current,0,Mr. Cooper,2026-06-11,2026-08-11,verified,legacy_crm
L-102700,B-502700,mortgage,2023-03-06,2038-03-06,176835.71,150972.58,7.65,180,QQ,purchase,C,< 1 year,75k-100k,current,0,LoanCare,2026-08-26,2026-08-09,complete,servicing_core
L-102701,B-502701,commercial,2019-05-04,2024-05-04,220253.69,48820.06,5.21,60,MD,refinance,C,10+ years,75k-100k,current,0,Pennymac,2026-08-01,2026-08-24,complete,legacy_crm
L-102702,B-502702,mortgage,2019-09-11,2049-09-11,380193.74,141268.48,8.22,360,OR,debt_consolidation,B,10+ years,<30k,current,0,Wells Fargo Servicing,2026-06-02,2026-08-08,complete,origination
L-102703,B-502703,mortgage,2020-01-04,2040-01-04,262619.87,215249.85,8.68,240,SC,home_improvement,C,10+ years,<30k,current,0,Mr. Cooper,2026-08-05,2026-08-05,complete,legacy_crm
L-102704,B-502704,auto,2023-03-21,2028-03-21,497513.22,309894.57,7.47,60,MD,cash_out_refinance,D,10+ years,50k-75k,current,0,LoanCare,2026-08-25,2026-08-16,complete,origination
L-102705,B-502705,commercial,2019-10-21,2029-10-21,155055.62,120383.41,6.78,120,AZ,debt_consolidation,C,1-3 years,30k-50k,current,0,Pennymac,2026-06-02,2026-08-14,complete,legacy_crm
L-102706,B-502706,mortgage,2018-01-03,2048-01-03,231404.65,117371.21,6.43,360,NJ,home_improvement,B,3-5 years,50k-75k,delinquent,60,Chase Home Lending,2026-07-10,2026-08-17,verified,legacy_crm
L-102707,B-502707,commercial,2023-12-06,2033-12-06,622000.30,432590.03,8.18,120,NJ,refinance,E,1-3 years,30k-50k,current,0,Freedom Mortgage,2026-08-25,2026-08-17,complete,servicing_core
L-102708,B-502708,mortgage,2022-09-14,2037-09-14,369734.80,145561.97,7.01,180,NJ,debt_consolidation,A,1-3 years,50k-75k,current,0,Mr. Cooper,2026-08-18,2026-08-01,complete,legacy_crm
L-102709,B-502709,mortgage,2024-02-22,2054-02-22,470531.27,364849.20,7.86,360,IN,debt_consolidation,D,5-10 years,75k-100k,current,0,First National,2026-07-16,2026-08-18,complete,portal_upload
L-102710,B-502710,auto,2021-04-09,2028-04-09,121531.35,87487.83,5.67,84,QQ,home_improvement,D,< 1 year,<30k,current,0,Wells Fargo Servicing,2026-08-08,2026-08-23,complete,origination
L-102711,B-502711,commercial,2018-11-03,2025-11-03,550912.76,259460.72,3.67,84,MA,refinance,D,10+ years,50k-75k,current,0,Mr. Cooper,2026-07-09,2026-08-22,complete,portal_upload
L-102712,B-502712,personal,2023-12-11,2028-12-11,318869.75,172752.28,5.89,60,MA,debt_consolidation,A,< 1 year,30k-50k,current,0,Rocket Servicing,2026-06-27,2026-08-23,complete,origination
L-102713,B-502713,student,2019-04-23,2022-04-23,98131.57,33985.54,6.38,36,MD,debt_consolidation,A,< 1 year,150k+,current,0,Mr. Cooper,2026-06-14,2026-08-21,verified,origination
L-102714,B-502714,student,2024-05-06,2027-05-06,480992.41,385996.38,4.39,36,KY,refinance,B,10+ years,50k-75k,current,0,First National,2026-07-18,2026-08-11,verified,origination
L-102715,B-502715,commercial,2021-10-03,2031-10-03,221822.78,40791.08,8.72,120,MD,refinance,C,< 1 year,75k-100k,current,0,Wells Fargo Servicing,2026-06-13,2026-08-03,complete,origination
L-102716,B-502716,commercial,2018-08-03,2028-08-03,502472.17,276233.27,4.43,120,MO,debt_consolidation,C,10+ years,150k+,current,0,Freedom Mortgage,2026-06-04,2026-08-01,verified,origination
L-102717,B-502717,mortgage,2024-03-06,2054-03-06,617058.51,217992.82,6.57,360,SC,home_improvement,A,< 1 year,75k-100k,current,0,Rocket Servicing,2026-06-19,2026-08-06,complete,origination
L-102718,B-502718,mortgage,2021-02-15,2051-02-15,219554.42,121076.70,4.84,360,UT,home_improvement,D,5-10 years,75k-100k,current,0,First National,2026-06-04,2026-08-19,verified,portal_upload
L-102719,B-502719,commercial,2019-10-19,2022-10-19,450326.32,358426.18,3.72,36,GA,purchase,C,< 1 year,150k+,current,0,Mr. Cooper,2026-08-16,2026-08-21,complete,legacy_crm
L-102720,B-502720,mortgage,2023-09-19,2038-09-19,337206.25,84478.59,8.22,180,ZZ,cash_out_refinance,E,< 1 year,150k+,current,0,First National,2026-07-27,2026-08-23,complete,servicing_core
L-102721,B-502721,student,2020-09-15,2025-09-15,130523.31,81404.78,5.59,60,MO,purchase,D,3-5 years,30k-50k,current,0,Pennymac,2026-07-23,2026-08-05,complete,legacy_crm
L-102722,B-502722,mortgage,2023-03-21,2053-03-21,198881.02,94354.56,7.70,360,PA,purchase,D,1-3 years,30k-50k,current,0,LoanCare,2026-06-13,2026-08-12,complete,portal_upload
L-102723,B-502723,commercial,2023-02-09,2026-02-09,85165.40,15596.55,3.64,36,TX,refinance,E,1-3 years,150k+,current,0,Freedom Mortgage,2026-06-02,2026-08-03,complete,origination
L-102724,B-502724,commercial,2023-01-04,2026-01-04,374704.76,212571.51,3.44,36,NJ,refinance,E,3-5 years,75k-100k,current,0,Wells Fargo Servicing,2026-07-07,2026-08-16,complete,origination
L-102725,B-502725,mortgage,2023-12-19,2038-12-19,484082.53,217880.67,6.08,180,GA,cash_out_refinance,C,3-5 years,100k-150k,current,0,Rocket Servicing,2026-08-17,2026-08-17,complete,origination
L-102726,B-502726,auto,2019-07-15,2024-07-15,107889.10,65393.47,5.77,60,MA,debt_consolidation,A,< 1 year,100k-150k,current,0,Freedom Mortgage,2026-06-10,2026-08-22,complete,legacy_crm
L-102727,B-502727,commercial,2018-06-21,2028-06-21,137343.38,90223.44,7.26,120,CT,refinance,C,1-3 years,150k+,current,0,First National,2026-08-16,2026-08-11,complete,servicing_core
L-102728,B-502728,personal,2021-10-18,2024-10-18,167892.39,73842.22,7.26,36,WI,purchase,A,3-5 years,<30k,current,0,Pennymac,2026-06-20,2026-08-13,complete,portal_upload
L-102729,B-502729,commercial,2018-01-02,2023-01-02,149361.68,56614.00,7.85,60,VA,purchase,E,5-10 years,30k-50k,current,0,Wells Fargo Servicing,2026-08-01,2026-08-09,complete,portal_upload
L-102730,B-502730,mortgage,2020-08-09,2035-08-09,534549.22,93485.17,7.78,180,AA,cash_out_refinance,B,1-3 years,100k-150k,current,0,First National,2026-07-12,2026-08-15,complete,servicing_core
L-102731,B-502731,personal,2020-03-17,2025-03-17,281883.00,139080.02,5.05,60,UT,cash_out_refinance,D,< 1 year,150k+,current,0,Mr. Cooper,2026-08-06,2026-08-10,complete,portal_upload
L-102732,B-502732,personal,2019-10-24,2029-10-24,59817.94,9781.14,8.40,120,CO,purchase,E,5-10 years,75k-100k,current,0,Chase Home Lending,2026-08-15,2026-08-16,complete,servicing_core
L-102733,B-502733,mortgage,2022-07-18,2037-07-18,362665.99,140143.70,3.37,180,CA,debt_consolidation,C,1-3 years,100k-150k,current,0,Chase Home Lending,2026-08-11,2026-08-09,verified,legacy_crm
L-102734,B-502734,mortgage,2018-01-20,2038-01-20,358874.57,80084.68,8.18,240,TX,purchase,E,5-10 years,150k+,current,0,Pennymac,2026-06-11,2026-08-24,complete,portal_upload
L-102735,B-502735,mortgage,2023-06-19,2043-06-19,137522.14,91151.24,6.14,240,VA,debt_consolidation,E,1-3 years,<30k,current,0,Freedom Mortgage,2026-07-22,2026-08-01,complete,portal_upload
L-102736,B-502736,student,2021-03-18,2024-03-18,246768.41,197144.93,7.20,36,CO,home_improvement,A,< 1 year,100k-150k,current,0,Freedom Mortgage,2026-08-06,2026-08-06,verified,portal_upload
L-102737,B-502737,mortgage,2022-09-20,2052-09-20,292702.25,159716.82,5.38,360,MN,purchase,D,5-10 years,150k+,current,0,Chase Home Lending,2026-06-05,2026-08-08,verified,origination
L-102738,B-502738,personal,2022-06-01,2029-06-01,222978.36,106968.22,3.82,84,SC,home_improvement,E,3-5 years,100k-150k,current,0,LoanCare,2026-06-27,2026-08-09,complete,origination
L-102739,B-502739,student,2024-04-22,2027-04-22,438150.15,322537.82,8.59,36,GA,home_improvement,C,5-10 years,100k-150k,delinquent,60,First National,2026-08-20,2026-08-15,verified,servicing_core
L-102740,B-502740,personal,2019-11-12,2024-11-12,566954.06,422868.38,4.76,60,99,purchase,A,< 1 year,150k+,current,0,Chase Home Lending,2026-07-11,2026-08-07,verified,origination
L-102741,B-502741,mortgage,2021-01-23,2036-01-23,379914.01,191146.15,7.76,180,NY,cash_out_refinance,B,3-5 years,<30k,current,0,Wells Fargo Servicing,2026-06-25,2026-08-08,complete,servicing_core
L-102742,B-502742,commercial,2022-10-21,2032-10-21,476541.97,129247.94,7.05,120,UT,home_improvement,C,10+ years,75k-100k,current,0,LoanCare,2026-08-21,2026-08-08,verified,legacy_crm
L-102743,B-502743,mortgage,2018-06-25,2033-06-25,369721.39,330204.28,8.47,180,CA,cash_out_refinance,E,3-5 years,75k-100k,current,0,Wells Fargo Servicing,2026-07-02,2026-08-12,complete,portal_upload
L-102744,B-502744,auto,2018-07-04,2023-07-04,533353.34,307242.34,8.43,60,MO,home_improvement,A,5-10 years,150k+,current,0,Freedom Mortgage,2026-08-18,2026-08-11,complete,origination
L-102745,B-502745,mortgage,2020-04-16,2035-04-16,233392.04,56773.53,4.07,180,TN,refinance,C,1-3 years,<30k,current,0,Mr. Cooper,2026-07-23,2026-08-12,complete,legacy_crm
L-102746,B-502746,personal,2023-01-21,2026-01-21,243909.21,177117.63,5.70,36,MN,cash_out_refinance,E,3-5 years,150k+,current,0,LoanCare,2026-07-17,2026-08-13,complete,servicing_core
L-102747,B-502747,mortgage,2019-07-11,2049-07-11,193064.12,100713.40,3.61,360,IN,cash_out_refinance,B,3-5 years,30k-50k,current,0,First National,2026-07-28,2026-08-10,complete,servicing_core
L-102748,B-502748,mortgage,2021-11-20,2051-11-20,188545.61,163047.12,4.68,360,TN,purchase,B,3-5 years,150k+,current,0,LoanCare,2026-06-24,2026-08-10,complete,legacy_crm
L-102749,B-502749,personal,2024-10-03,2029-10-03,228055.90,151435.17,3.55,60,OH,cash_out_refinance,E,5-10 years,75k-100k,current,0,LoanCare,2026-07-10,2026-08-03,complete,portal_upload
L-102750,B-502750,mortgage,2020-02-01,2040-02-01,491412.45,348242.84,7.01,240,XX,purchase,C,10+ years,150k+,current,0,Pennymac,2026-08-26,2026-08-12,verified,servicing_core
L-102751,B-502751,personal,2018-11-09,2023-11-09,427284.24,187285.39,4.09,60,SC,refinance,C,10+ years,150k+,current,0,Freedom Mortgage,2026-08-27,2026-08-10,verified,legacy_crm
L-102752,B-502752,personal,2021-01-11,2024-01-11,54985.37,36773.40,3.41,36,TN,refinance,C,10+ years,100k-150k,current,0,First National,2026-06-03,2026-08-20,complete,legacy_crm
L-102753,B-502753,auto,2019-04-17,2029-04-17,71083.90,44506.27,5.75,120,LA,refinance,A,3-5 years,<30k,current,0,First National,2026-07-07,2026-08-14,complete,portal_upload
L-102754,B-502754,mortgage,2018-02-04,2033-02-04,108908.01,26056.16,3.34,180,NY,purchase,B,1-3 years,50k-75k,current,0,Chase Home Lending,2026-06-08,2026-08-04,complete,origination
L-102755,B-502755,mortgage,2023-06-09,2053-06-09,183257.24,138531.10,8.74,360,CA,home_improvement,E,< 1 year,50k-75k,current,0,Wells Fargo Servicing,2026-08-23,2026-08-13,complete,servicing_core
L-102756,B-502756,mortgage,2024-12-15,2044-12-15,125020.18,62793.23,6.78,240,OH,refinance,E,1-3 years,150k+,current,0,Freedom Mortgage,2026-07-07,2026-08-09,verified,legacy_crm
L-102757,B-502757,mortgage,2023-03-20,2038-03-20,524324.12,334126.48,6.28,180,NC,cash_out_refinance,A,5-10 years,50k-75k,current,0,First National,2026-08-04,2026-08-22,complete,portal_upload
L-102758,B-502758,mortgage,2021-04-03,2051-04-03,376525.12,210927.06,6.88,360,NY,home_improvement,C,3-5 years,30k-50k,current,0,LoanCare,2026-08-14,2026-08-14,complete,legacy_crm
L-102759,B-502759,personal,2022-11-03,2032-11-03,461723.97,96797.09,3.36,120,KY,home_improvement,A,10+ years,50k-75k,current,0,Rocket Servicing,2026-06-10,2026-08-15,complete,servicing_core
L-102760,B-502760,commercial,2023-10-13,2030-10-13,455903.49,80546.74,5.50,84,MD,refinance,A,3-5 years,<30k,current,0,Chase Home Lending,2026-07-20,2024-07-01,complete,origination
L-102761,B-502761,auto,2023-11-19,2028-11-19,449951.48,178193.08,7.25,60,OH,purchase,B,1-3 years,100k-150k,current,0,First National,2026-08-27,2026-08-19,complete,legacy_crm
L-102762,B-502762,student,2020-10-13,2023-10-13,529482.62,124895.07,4.68,36,UT,debt_consolidation,D,5-10 years,75k-100k,delinquent,30,LoanCare,2026-08-06,2026-08-08,complete,portal_upload
L-102763,B-502763,personal,2024-10-02,2027-10-02,487460.42,461369.93,8.64,36,KY,debt_consolidation,A,1-3 years,<30k,current,0,Rocket Servicing,2026-06-19,2026-08-06,complete,servicing_core
L-102764,B-502764,auto,2023-04-01,2026-04-01,54529.70,46761.04,5.41,36,MI,debt_consolidation,D,3-5 years,30k-50k,current,0,Freedom Mortgage,2026-07-10,2026-08-05,complete,legacy_crm
L-102765,B-502765,personal,2020-04-03,2023-04-03,467455.77,306450.22,5.47,36,LA,home_improvement,C,1-3 years,30k-50k,current,0,Rocket Servicing,2026-08-12,2026-08-20,verified,portal_upload
L-102766,B-502766,auto,2022-07-09,2027-07-09,310040.14,85655.77,7.88,60,KY,cash_out_refinance,A,5-10 years,30k-50k,current,0,LoanCare,2026-06-11,2026-08-09,complete,servicing_core
L-102767,B-502767,mortgage,2018-04-07,2033-04-07,384485.84,213271.48,3.73,180,IN,refinance,A,1-3 years,100k-150k,current,0,Wells Fargo Servicing,2026-06-08,2026-08-12,verified,portal_upload
L-102768,B-502768,mortgage,2024-10-03,2044-10-03,457225.55,92820.28,6.68,240,UT,debt_consolidation,E,3-5 years,30k-50k,current,0,First National,2026-06-18,2026-08-21,verified,portal_upload
L-102769,B-502769,mortgage,2019-04-23,2049-04-23,431015.13,364222.02,7.51,360,KY,home_improvement,C,< 1 year,100k-150k,current,0,Chase Home Lending,2026-07-13,2026-08-05,complete,legacy_crm
L-102770,B-502770,personal,2023-10-01,2026-10-01,92407.96,81706.47,5.87,36,WI,cash_out_refinance,D,5-10 years,100k-150k,current,0,Wells Fargo Servicing,2026-06-24,2025-09-28,complete,legacy_crm
L-102771,B-502771,auto,2021-08-15,2028-08-15,119185.17,112454.30,8.68,84,MI,cash_out_refinance,E,< 1 year,100k-150k,current,0,Mr. Cooper,2026-08-05,2026-08-24,complete,servicing_core
L-102772,B-502772,mortgage,2019-10-12,2039-10-12,597295.91,409992.58,5.44,240,OR,cash_out_refinance,A,10+ years,<30k,current,0,LoanCare,2026-07-14,2026-08-02,complete,legacy_crm
L-102773,B-502773,personal,2019-05-07,2022-05-07,494230.34,324137.27,3.91,36,MO,purchase,E,5-10 years,100k-150k,current,0,Mr. Cooper,2026-07-05,2026-08-02,complete,servicing_core
L-102774,B-502774,student,2021-02-13,2028-02-13,474454.97,333543.79,8.34,84,UT,purchase,E,1-3 years,100k-150k,current,0,Pennymac,2026-06-23,2026-08-24,complete,portal_upload
L-102775,B-502775,mortgage,2021-09-18,2051-09-18,137611.70,37137.87,5.51,360,FL,refinance,C,1-3 years,150k+,current,0,Freedom Mortgage,2026-08-05,2026-08-21,complete,servicing_core
L-102776,B-502776,auto,2024-11-21,2029-11-21,255469.12,147168.92,4.71,60,LA,home_improvement,E,3-5 years,<30k,current,0,Mr. Cooper,2026-07-09,2026-08-01,complete,origination
L-102777,B-502777,mortgage,2024-06-18,2054-06-18,490478.14,280273.27,7.04,360,PA,refinance,B,< 1 year,30k-50k,current,0,Wells Fargo Servicing,2026-08-18,2026-08-14,complete,legacy_crm
L-102778,B-502778,commercial,2018-01-20,2023-01-20,559820.15,492457.32,5.82,60,AZ,home_improvement,B,3-5 years,150k+,current,0,Freedom Mortgage,2026-07-26,2026-08-25,complete,servicing_core
L-102779,B-502779,mortgage,2020-04-15,2035-04-15,161977.42,111668.02,4.47,180,CO,home_improvement,A,1-3 years,150k+,current,0,Freedom Mortgage,2026-06-27,2026-08-19,complete,legacy_crm
L-102780,B-502780,mortgage,2020-09-15,2040-09-15,477520.48,286054.67,7.67,240,MI,refinance,C,< 1 year,75k-100k,current,0,First National,2026-08-08,2025-07-01,verified,origination
L-102781,B-502781,mortgage,2020-04-06,2035-04-06,463845.53,256289.47,7.06,180,IN,home_improvement,A,< 1 year,<30k,current,0,Chase Home Lending,2026-08-15,2026-08-09,complete,legacy_crm
L-102782,B-502782,auto,2020-01-27,2027-01-27,241831.39,136304.70,8.53,84,OH,purchase,C,3-5 years,150k+,current,0,Rocket Servicing,2026-06-04,2026-08-10,complete,servicing_core
L-102783,B-502783,auto,2018-09-03,2023-09-03,501666.62,450397.27,5.36,60,OR,cash_out_refinance,C,5-10 years,50k-75k,current,0,First National,2026-07-11,2026-08-11,complete,origination
L-102784,B-502784,mortgage,2023-11-25,2038-11-25,574267.80,368653.20,5.05,180,OH,debt_consolidation,C,1-3 years,150k+,current,0,Freedom Mortgage,2026-06-06,2026-08-22,complete,portal_upload
L-102785,B-502785,mortgage,2021-09-14,2036-09-14,280715.16,202932.59,4.25,180,OH,home_improvement,B,3-5 years,<30k,current,0,Chase Home Lending,2026-08-10,2026-08-08,complete,servicing_core
L-102786,B-502786,personal,2023-06-07,2030-06-07,63185.37,26874.24,4.39,84,NC,refinance,A,1-3 years,100k-150k,current,0,Chase Home Lending,2026-06-26,2026-08-18,complete,servicing_core
L-102787,B-502787,mortgage,2024-11-02,2039-11-02,122544.07,26252.26,5.07,180,OH,cash_out_refinance,A,10+ years,<30k,current,0,Pennymac,2026-06-26,2026-08-19,complete,servicing_core
L-102788,B-502788,mortgage,2018-02-24,2033-02-24,221804.52,127470.29,5.14,180,TX,cash_out_refinance,B,< 1 year,100k-150k,current,0,LoanCare,2026-06-13,2026-08-01,complete,legacy_crm
L-102789,B-502789,commercial,2019-07-27,2024-07-27,217812.36,155313.25,4.26,60,MI,purchase,C,3-5 years,150k+,current,0,LoanCare,2026-07-26,2026-08-15,complete,origination
L-102790,B-502790,auto,2024-01-27,2027-01-27,191763.35,33018.32,3.42,36,WA,debt_consolidation,A,3-5 years,50k-75k,current,0,Chase Home Lending,2026-07-19,2025-09-19,complete,legacy_crm
L-102791,B-502791,auto,2019-10-07,2026-10-07,110578.29,96113.08,4.33,84,FL,purchase,E,10+ years,100k-150k,current,0,Pennymac,2026-08-04,2026-08-23,verified,servicing_core
L-102792,B-502792,mortgage,2021-07-26,2036-07-26,619434.44,493193.05,7.83,180,PA,purchase,A,3-5 years,75k-100k,late,25,Freedom Mortgage,2026-06-01,2026-08-10,complete,portal_upload
L-102793,B-502793,commercial,2023-06-11,2026-06-11,424599.79,119540.01,5.46,36,OH,refinance,E,1-3 years,30k-50k,delinquent,90,Mr. Cooper,2026-07-11,2026-08-19,complete,portal_upload
L-102794,B-502794,student,2022-01-26,2027-01-26,479770.21,294492.64,4.80,60,AL,refinance,D,5-10 years,<30k,current,0,Rocket Servicing,2026-08-10,2026-08-08,verified,origination
L-102795,B-502795,mortgage,2018-08-25,2033-08-25,89119.18,69941.97,6.81,180,AZ,home_improvement,B,5-10 years,30k-50k,current,0,Pennymac,2026-07-16,2026-08-19,complete,servicing_core
L-102796,B-502796,mortgage,2020-03-10,2040-03-10,572065.21,505303.21,6.79,240,PA,home_improvement,B,5-10 years,75k-100k,current,0,Wells Fargo Servicing,2026-06-09,2026-08-06,complete,servicing_core
L-102797,B-502797,mortgage,2018-12-11,2048-12-11,624616.29,573377.81,3.52,360,TX,purchase,B,10+ years,50k-75k,delinquent,30,Rocket Servicing,2026-08-08,2026-08-03,complete,origination
L-102798,B-502798,mortgage,2022-01-23,2037-01-23,328280.73,77351.06,8.03,180,MN,cash_out_refinance,C,3-5 years,50k-75k,current,0,Wells Fargo Servicing,2026-08-15,2026-08-14,complete,origination
L-102799,B-502799,commercial,2020-01-26,2027-01-26,613214.88,380178.76,6.64,84,CA,purchase,B,5-10 years,50k-75k,late,15,LoanCare,2026-08-08,2026-08-10,verified,legacy_crm
L-102800,B-502800,mortgage,2024-06-26,2044-06-26,166938.49,110800.25,6.52,240,CT,cash_out_refinance,E,3-5 years,150k+,current,0,First National,2026-08-03,2025-07-25,complete,legacy_crm
L-102801,B-502801,personal,2023-07-26,2033-07-26,97914.27,27111.56,7.75,120,WI,refinance,B,1-3 years,30k-50k,current,0,LoanCare,2026-08-27,2026-08-23,complete,legacy_crm
L-102802,B-502802,mortgage,2021-04-21,2051-04-21,393066.56,331338.07,4.09,360,NY,home_improvement,C,3-5 years,75k-100k,current,0,Mr. Cooper,2026-06-03,2026-08-16,complete,legacy_crm
L-102803,B-502803,student,2018-05-17,2025-05-17,534395.91,395198.13,4.04,84,CA,debt_consolidation,A,1-3 years,50k-75k,current,0,Wells Fargo Servicing,2026-07-16,2026-08-05,complete,origination
L-102804,B-502804,mortgage,2021-04-16,2041-04-16,122132.62,72530.75,3.95,240,AZ,purchase,E,< 1 year,75k-100k,current,0,First National,2026-06-27,2026-08-01,complete,portal_upload
L-102805,B-502805,mortgage,2021-06-14,2051-06-14,369892.89,272385.34,4.99,360,MO,refinance,A,5-10 years,30k-50k,current,0,Chase Home Lending,2026-07-20,2026-08-02,complete,servicing_core
L-102806,B-502806,mortgage,2020-12-19,2040-12-19,556168.32,358491.66,5.35,240,AL,home_improvement,D,1-3 years,100k-150k,current,0,First National,2026-07-18,2026-08-06,verified,legacy_crm
L-102807,B-502807,auto,2021-10-01,2028-10-01,411955.75,386042.43,8.31,84,VA,refinance,E,3-5 years,75k-100k,current,0,Mr. Cooper,2026-08-03,2026-08-14,complete,portal_upload
L-102808,B-502808,student,2022-01-17,2032-01-17,509970.72,299448.19,7.39,120,MI,refinance,E,1-3 years,150k+,current,0,Rocket Servicing,2026-08-02,2026-08-05,complete,servicing_core
